"","Amp_name","Chr","Start","End","Color","Color2","L1_DNA_count","L2_DNA_count","L3_DNA_count","L4_DNA_count","L1_RNA_count","L2_RNA_count","L3_RNA_count","L4_RNA_count","DNA_count_mean","DNA_count_SD","RNA_count_mean","RNA_count_SD","Pass_DNA_count","L1_DNA_prop","L2_DNA_prop","L3_DNA_prop","L4_DNA_prop","L1_RNA_prop","L2_RNA_prop","L3_RNA_prop","L4_RNA_prop","DNA_prop_mean","DNA_prop_SD","RNA_prop_mean","RNA_prop_SD","Sign","L1_Activity","L2_Activity","L3_Activity","L4_Activity","Mean_act","Mean_act_SD","Maxi_counts","Maxi_prop","GC","GC_above_mean","Perfect_In_silico_specificity","Amp_name2","At_least_1_specific_in_sil_prod","MeanRatio_MoM","MeanRatio","MeanRatio_sd","MSD","Amp_Full_Name","Pass_MeanRatio_SD","Pass_prop_DNA_and_RNA","Passed_QC","Passed_QC_with_SD","Act_Rank_Clean","training","fit","lwr","upr","Residuals_Manual","Residuals_Z_scaled_to_lm","Pvalue"
"258_PutEnh_Arx_hs122","258_PutEnh_Arx_hs122","X",24999392,25000291,"STAR408","PutEnh",176674,39546,84723,70499,111801,89577,103031,102681,92860.5,58972.8589578856,101772.5,9159.88040314938,TRUE,0.0117907261501919,0.00433236175351696,0.00652160963875298,0.00824229727269356,0.00900604359975077,0.00558049316673047,0.00704048585616396,0.0121174153467493,0.00772174870378886,0.00314938226461552,0.00843610949234862,0.00282719811907121,"Positive",0.763824338300331,1.28809492009763,1.07956259974956,1.47015024402164,1.15040802554229,0.30312746978113,5807,0.00035321450313063,0.39,"FALSE",TRUE,"258_PutEnh",TRUE,1.09251282526317,1.15040802554229,0.30312746978113,0.847280555761159,"258_PutEnh_Arx_hs122",TRUE,TRUE,TRUE,TRUE,176,TRUE,-6.9858281894843,-7.16801190738325,-6.80364447158535,0.0966217248285517,0.124480396655169,0.450467460426378
"259_PutEnh_Scn1a","259_PutEnh_Scn1a","2",166127199,166128139,"STAR408","PutEnh",15986,646,1096,1703,35661,2647,11738,27720,4857.75,7431.46456516704,19441.5,14977.8156507104,TRUE,0.00106717329394352,7.11510723596946e-05,8.47146779765022e-05,0.000199488336052134,0.00287288790829667,0.000165232772317858,0.00080240650649362,0.00327153377778746,0.000355631845082964,0.000477841483597948,0.0017780152412239,0.00152558442041672,"Positive",2.6920537878909,2.32228084325344,9.47187105776626,16.399624371685,7.72145751514889,6.65383443702842,313,1.93579414971169e-05,0.44,"TRUE",TRUE,"259_PutEnh",TRUE,4.99959513133341,7.72145751514889,6.65383443702842,1.06762307812047,"259_PutEnh_Scn1a",TRUE,TRUE,TRUE,TRUE,303,FALSE,-11.7373194301679,-11.9861038685805,-11.4885349917553,2.60180283657111,3.35197337544538,0.000401188674252493
"26_GWAS","26_GWAS","9",10259799,10260728,"STAR408","GWAS",58333,30191,44973,27933,56174,41297,53018,22107,40357.5,14167.4199368363,43149,15419.0731887491,TRUE,0.00389321066327758,0.0033075898789096,0.00346199283208929,0.00326598752798342,0.00452523125868802,0.0025729149791975,0.00362308186555063,0.00260916356865761,0.00348219522556497,0.00028669067088321,0.00333259791802344,0.000932242928715708,"Negative",1.1623391719775,0.777882105518385,1.04653072414484,0.798889630257907,0.946410407974656,0.188691527296765,35366,0.0021494405870995,0.41,"FALSE",TRUE,"26_GWAS",TRUE,0.957039368027604,0.946410407974656,0.188691527296765,0.757718880677891,"26_EPIL",TRUE,TRUE,TRUE,TRUE,158,TRUE,-8.24722299754987,-8.35615413327758,-8.13829186182215,0.018085977930907,0.0233006573907762,0.490705223667592
"264_PutEnh_NEG4","264_PutEnh_NEG4","6",157264812,157265726,"STAR408","PutEnh",94308,46038,67880,42733,14535,40533,76270,31123,62739.75,23820.1250818854,40615.25,26086.7157301055,TRUE,0.00629401105909766,0.00504351290369879,0.00522517879913948,0.00499622725503576,0.00117116677436366,0.00252532198550912,0.00521189832506598,0.00367310973033848,0.00538973250424292,0.000610876970588998,0.00314537420381931,0.00171571039296594,"Negative",0.186076376950561,0.500706954404163,0.997458369448392,0.735176672885788,0.604854593422226,0.345129683186835,98918,0.00601133578275531,0.56,"TRUE",TRUE,"264_PutEnh",TRUE,0.583586328513186,0.604854593422226,0.345129683186835,0.259724910235391,"264_PutEnh_NEG4",TRUE,TRUE,TRUE,TRUE,86,TRUE,-8.28441110694878,-8.50594871175836,-8.0628735021392,-0.0281415135882188,-0.0362554775352463,0.514460674819978
"266_PutEnh_Etv1_hs550","266_PutEnh_Etv1_hs550","7",13466660,13467572,"STAR408","PutEnh",83268,31739,50605,32472,139954,191989,152389,61192,49521,24130.9137138789,136381,54816.8398031116,TRUE,0.00555725396751035,0.00347716196462763,0.00389549627498564,0.00379663334697603,0.0112737968461588,0.0119601969227708,0.0104131334911527,0.0072214457036728,0.00418163638852491,0.000934293216664753,0.0102171432409388,0.0020950233803097,"Positive",2.02866324124637,3.43964331959198,2.67312115224423,1.90206560489298,2.51087332949389,0.705244984676828,68807,0.00418156604716254,0.39,"FALSE",TRUE,"266_PutEnh",TRUE,2.44333612290544,2.51087332949389,0.705244984676828,1.80562834481706,"266_PutEnh_Etv1_hs550",TRUE,TRUE,TRUE,TRUE,267,TRUE,-7.88753695170173,-8.0193562812184,-7.75571762218506,1.27467263058391,1.64219542698212,0.0502747550577695
"267_GWAS","267_GWAS","1",2455211,2456130,"STAR408","GWAS",9003,2425,4450,2430,1655,600,6351,205,4577,3100.87718772178,2202.75,2832.42068144311,TRUE,0.000601161086465786,0.000266027519706193,0.000342877062116126,0.000284480517239098,0.000133669462754402,3.7715942370054e-05,0.000434311105349238,2.45862801555566e-05,0.0003736365463818,0.000155179532979584,0.000157570697657313,0.000190793553300094,"Negative",0.22235215446203,0.141774589379732,1.26666713331248,0.086425180867105,0.429304764505336,0.561024399345142,9025,0.000548764269300386,0.64,"TRUE",TRUE,"267_GWAS",TRUE,0.421721855592517,0.429304764505336,0.561024399345142,-0.131719634839806,"267_SCZ",FALSE,TRUE,TRUE,FALSE,58,TRUE,-12.570584680282,-13.0446125365969,-12.0965568239671,-0.0611284276392148,-0.0787534163040287,0.531385621344899
"268_GWAS","268_GWAS","1",8362150,8363078,"STAR408","GWAS",82967,105664,159660,90272,55402,72388,62796,34141,109640.75,34662.0701764431,56181.75,16256.2143271427,TRUE,0.00553716665912558,0.0115751053991919,0.012289622334123,0.0105539209296534,0.00446304586081828,0.00450971310323618,0.00429121567516447,0.00402925319927736,0.00998895383052348,0.00305213309041214,0.00432330695962407,0.000217387269939779,"Negative",0.806016169562624,0.389604495830423,0.34917392565023,0.381777845990521,0.48164310925845,0.21695632742271,245011,0.014889039943426,0.55,"TRUE",TRUE,"268_GWAS",TRUE,0.432808783880174,0.48164310925845,0.21695632742271,0.26468678183574,"268_SCZ",TRUE,TRUE,TRUE,TRUE,61,TRUE,-7.33204860827372,-7.55559101716989,-7.10850619937755,-0.521600403558285,-0.671991989851592,0.749205602125391
"269_GWAS","269_GWAS","1",29958254,29959169,"STAR408","GWAS",116435,79947,99665,55816,40012,31157,2261,30439,87965.75,26110.5178216876,25967.25,16392.7966370395,TRUE,0.00777066179873104,0.00875799601391374,0.00767171767209057,0.0065257357921321,0.00322336545509883,0.00194124880642235,0.000154840121372901,0.00359239331789508,0.00768152781921686,0.000913360113237074,0.00222796192519729,0.00155269009986855,"Negative",0.414812217876373,0.221654451924653,0.0201832403108634,0.550496286139309,0.3017865490628,0.231194659410072,191077,0.0116116064168257,0.53,"TRUE",TRUE,"269_GWAS",TRUE,0.290041509662128,0.3017865490628,0.231194659410072,0.0705918896527278,"269_SCZ",TRUE,TRUE,TRUE,TRUE,35,TRUE,-7.62761708089596,-7.82274081657455,-7.43249334521738,-1.1824426258451,-1.5233730027937,0.936167293830027
"27_GWAS","27_GWAS","9",10504801,10505680,"STAR408","GWAS",59339,28387,47484,20068,27477,68032,100942,94429,38819.5,17856.6444122816,72720,33350.0042878558,TRUE,0.0039603463185436,0.0031099748642873,0.00365526824848004,0.0023465054027627,0.00221365825005054,0.00423835828581916,0.00689774383036284,0.0111436261135871,0.00326802370851841,0.000707918157955156,0.00612334661995491,0.0038575355432912,"Positive",0.558955725585282,1.36282718374653,1.88706911817788,4.74903066511885,2.13947067315714,1.82343197530966,34089,0.00207184050897683,0.4,"FALSE",TRUE,"27_GWAS",TRUE,1.87371548253883,2.13947067315714,1.82343197530966,0.316038697847474,"27_EPIL",TRUE,TRUE,TRUE,TRUE,250,TRUE,-8.29525175064466,-8.40583618269475,-8.18466731859457,0.943787817004507,1.21590752004792,0.112010076547132
"270_GWAS","270_GWAS","1",29960634,29961569,"STAR408","GWAS",136118,139423,164626,118076,67468,103751,107461,48182,139560.75,19163.6178104066,81715.5,28727.9243304025,TRUE,0.00908421160250941,0.015273157105752,0.012671862763353,0.0138044334547185,0.00543497463115037,0.00646345532973983,0.00734318914687671,0.00568618177693498,0.0127084162315832,0.00264041315292898,0.00623195022117547,0.000860519194267739,"Negative",0.598287982376921,0.423190522102704,0.579487742568773,0.411909825606887,0.503219018163821,0.0993259870428573,341515,0.020753345299065,0.61,"TRUE",TRUE,"270_GWAS",TRUE,0.490379769407276,0.503219018163821,0.0993259870428573,0.403893031120964,"270_SCZ",TRUE,TRUE,TRUE,TRUE,75,TRUE,-7.24981725763084,-7.54341277929912,-6.95622173596256,-0.0762833173720541,-0.0982778730300561,0.53914417606126
"271_GWAS","271_GWAS","1",43633961,43634875,"STAR408","GWAS",28674,15711,31470,14320,32581,18300,26956,13903,22543.75,8785.86821264694,22935,8411.77757670755,TRUE,0.00191391006731851,0.0017214117127616,0.00242264677572753,0.00167451770336426,0.00262479072508576,0.00114032849248052,0.00184225722389017,0.00164103864514054,0.00193312156479297,0.000342394038289569,0.00181210377164925,0.000616958836600309,"Negative",1.37142845419233,0.662437976938784,0.760431624761697,0.980006745729558,0.943576200405592,0.314624311406926,29231,0.00177663206769259,0.45,"TRUE",TRUE,"271_GWAS",TRUE,0.937397732585593,0.943576200405592,0.314624311406926,0.628951888998666,"271_SCZ",TRUE,TRUE,TRUE,TRUE,153,TRUE,-9.29362951710202,-9.4098049025781,-9.17745413162594,0.185510807336781,0.238998619845372,0.405553326469524
"272_GWAS","272_GWAS","1",73302213,73303120,"STAR408","GWAS",2622,2639,2193,3244,9642,31,22,42,2674.5,432.122282076112,2434.25,4805.17362676244,TRUE,0.000175323495757574,0.000289469655587109,0.000169152404691221,0.000379643702226976,0.000777030567399055,2.27037508119203e-06,1.8485484821881e-06,5.3512286522311e-06,0.00025339731456572,0.000100717575770616,0.000196625179903667,0.000386940074846433,"Negative",4.43198194310182,0.00784322307147257,0.0109283015252578,0.014095396870384,1.11621221614223,2.21051462501799,2730,0.000166232952321325,0.37,"FALSE",TRUE,"272_GWAS",TRUE,0.775956052417717,1.11621221614223,2.21051462501799,-1.09430240887576,"272_SCZ",FALSE,TRUE,TRUE,FALSE,126,TRUE,-11.9185579741878,-12.1687383242267,-11.6683776241488,-0.393706319715571,-0.507222562325434,0.694000667105581
"273_GWAS","273_GWAS","1",73358761,73359694,"STAR408","GWAS",30310,19569,21236,15471,89682,81474,134779,18454,21646.5,6263.05434006976,81097.25,47887.879213673,TRUE,0.00202308892618054,0.00214402741476429,0.00163492052668611,0.00180907891456948,0.00722433528954229,0.00507572087895955,0.00920983666283406,0.00217808600337143,0.00190277894555011,0.00022598166865152,0.00592199470867683,0.00301325004453173,"Positive",3.57094302482361,2.36737685535498,5.63320143854446,1.20397512006256,3.1938741096964,1.89167425705378,41424,0.00251757001017483,0.4,"FALSE",TRUE,"273_GWAS",TRUE,3.11228727988933,3.1938741096964,1.89167425705378,1.30219985264262,"273_SCZ",TRUE,TRUE,TRUE,TRUE,287,FALSE,-9.0904202647551,-9.19154582097321,-8.98929470853698,1.69071918155594,2.17819951699304,0.0146955930130597
"275_GWAS","275_GWAS","1",98036921,98037835,"STAR408","GWAS",34712,9308,11745,11474,18855,19729,62167,3640,16809.75,11984.5557385328,26097.75,25155.249516751,TRUE,0.00231685746940222,0.00102000986208165,0.000904384096194408,0.00134179728017568,0.00151914723912701,0.001229347324916,0.0042482359077021,0.000429938439136679,0.00139576217696349,0.00064134519260626,0.00185666722772045,0.0016595788411921,"Positive",0.655693006233555,1.20523082238354,4.69738015692493,0.320419817127956,1.7196809506675,2.01836184096349,11968,0.00072760297714302,0.31,"FALSE",TRUE,"275_GWAS",TRUE,1.33021746710436,1.7196809506675,2.01836184096349,-0.298680890295999,"275_SCZ",FALSE,TRUE,TRUE,FALSE,203,TRUE,-9.13834468358275,-9.31570698985244,-8.96098237731306,0.0652756617231898,0.0840964107983942,0.466489889152465
"276_GWAS","276_GWAS","1",98086836,98087717,"STAR408","GWAS",14000,5890,9733,5431,168,110,56,5559,8763.5,3988.45922631785,1473.25,2724.21724231628,TRUE,0.00093463709975037,0.000645592944133183,0.00074951745430743,0.00063532169432586,1.38900759249793e-05,7.19164013535741e-06,4.17177915583002e-06,0.000656392818491781,0.000741267298129211,0.000138850036890867,0.000170411578426987,0.000324012944987305,"Negative",0.0148614643359322,0.0111395891183622,0.00556595331016651,1.03316607059716,0.266183269340406,0.511336135801875,6094,0.000370654771275664,0.39,"FALSE",TRUE,"276_GWAS",TRUE,0.229892211429085,0.266183269340406,0.511336135801875,-0.245152866461468,"276_SCZ",FALSE,TRUE,TRUE,FALSE,28,FALSE,-10.4310656154892,-10.5849911486597,-10.2771400823187,-2.08762340284095,-2.68954202290812,0.996422493107975
"28_GWAS","28_GWAS","3",21677299,21678198,"STAR408","GWAS",34133,12822,12774,11763,42619,71196,130083,85127,17873,10850.992304854,82256.25,36464.9600701367,TRUE,0.00227821776324017,0.00140494287836923,0.000983587761453702,0.00137558371808907,0.00343336199945949,0.0044354580659632,0.00888895750861575,0.0100459301069372,0.00151058303028804,0.000546617402028114,0.00670092692024391,0.00325503987768178,"Positive",1.50703855217792,3.15703800791646,9.03727949550556,7.30303068786886,5.2510966858672,3.50944755727152,12240,0.000744131733015665,0.35,"FALSE",TRUE,"28_GWAS",TRUE,4.43598715587726,5.2510966858672,3.50944755727152,1.74164912859567,"28_EPIL",TRUE,TRUE,TRUE,TRUE,301,FALSE,-9.20329525290731,-9.33794493647878,-9.06864556933583,1.98187164153877,2.55329915188468,0.00533539010333334
"280_GWAS","280_GWAS","1",243381063,243381978,"STAR408","GWAS",49748,11782,15299,7933,631,42333,514,8379,21190.5,19274.5234009387,12964.25,19922.0629349305,TRUE,0.00332028859522712,0.00129101847969562,0.00117794077873234,0.000927825734669439,5.11852044401257e-05,0.00263745207535086,3.54670629360652e-05,0.000989171010144406,0.00167926839708113,0.00110448792733475,0.000928318838217864,0.00122357224459488,"Negative",0.0154158902071657,2.04292356525578,0.0301093769537665,1.06611723859634,0.788641517753263,0.970131453303178,23285,0.00141530860291777,0.4,"FALSE",TRUE,"280_GWAS",TRUE,0.55281147422976,0.788641517753263,0.970131453303178,-0.181489935549915,"280_SCZ",FALSE,TRUE,TRUE,FALSE,82,TRUE,-9.27412804834536,-9.37809339028277,-9.17016270640796,-0.798963936073436,-1.02932697436392,0.848336974077554
"281_GWAS","281_GWAS","1",243391334,243392273,"STAR408","GWAS",34781,24311,38586,23556,34828,27117,34836,8601,30308.5,7529.64197909392,26345.5,12376.1045163654,TRUE,0.00232146220122465,0.00266347885563956,0.00297037591273932,0.00275428081951665,0.00280578889738281,0.00168957904922199,0.00238070009766365,0.00101536844225323,0.00267739944728005,0.000269957441529289,0.00197285912163042,0.000786795668854495,"Negative",1.20863001598849,0.634350464485399,0.801481081048807,0.368651023184853,0.753278146176886,0.352018307045162,61763,0.00375351988404887,0.45,"TRUE",TRUE,"281_GWAS",TRUE,0.736856476023642,0.753278146176886,0.352018307045162,0.401259839131724,"281_SCZ",TRUE,TRUE,TRUE,TRUE,118,TRUE,-8.81478203739547,-8.92288449538542,-8.70667957940551,-0.170714307820282,-0.219935886984929,0.587039456623102
"282_GWAS","282_GWAS","1",243445210,243446133,"STAR408","GWAS",12556,10958,26790,8989,316,34929,241,148,14823.25,8110.12040087363,8908.5,17347.1361036916,TRUE,0.000838271407698551,0.00120075530228498,0.00206242019320712,0.00105128067735642,2.58116288844645e-05,0.00217622363913516,1.68128872329993e-05,1.78599124519397e-05,0.00128818189513677,0.000537162292368968,0.00055917701692614,0.00107803856955314,"Negative",0.0307914938376934,1.81237895430809,0.00815201833669731,0.0169887194130218,0.467077796473877,0.896915824788173,22993,0.0013975644973486,0.41,"FALSE",TRUE,"282_GWAS",TRUE,0.434082344300276,0.467077796473877,0.896915824788173,-0.429838028314296,"282_SCZ",FALSE,TRUE,TRUE,FALSE,62,TRUE,-9.70920139706407,-9.82602286909734,-9.5923799250308,-1.09520591763771,-1.41098357836751,0.92087527191384
"283_GWAS","283_GWAS","1",243500129,243501045,"STAR408","GWAS",28445,13969,19716,12748,21977,24230,67014,14198,18719.5,7160.17748848914,31854.75,23830.235967149,TRUE,0.00189862769648758,0.0015305883449833,0.00151792385885897,0.00149073818640978,0.00177062756574534,0.00150973484401471,0.00457943293932393,0.00167585054816803,0.00160946952168491,0.000193487664078356,0.002383911474313,0.00146764740451339,"Positive",0.932582817063591,0.986375499959254,3.01690556650602,1.12417496475626,1.51500971207128,1.00450952799872,21293,0.00129425977314457,0.37,"FALSE",TRUE,"283_GWAS",TRUE,1.48117838964565,1.51500971207128,1.00450952799872,0.510500184072559,"283_SCZ",TRUE,TRUE,TRUE,TRUE,224,TRUE,-9.20066089969841,-9.31850421522951,-9.08281758416732,0.488207277874602,0.628970717585582,0.264684113470385
"288_GWAS","288_GWAS","2",161988801,161989714,"STAR408","GWAS",41724,13507,22698,13807,19778,397,137,382,22934,13232.4129066975,5173.5,9737.0628185985,TRUE,0.00278480499895025,0.00147997962172637,0.00174745284797774,0.00161454385336575,0.00159349584305677,2.50701600156797e-05,9.70653458421223e-06,4.54734219720511e-05,0.00190669533050503,0.000595503579550275,0.000418436489907179,0.000783509876419043,"Negative",0.572210924519832,0.0169395305500463,0.00555467610782472,0.0281648726216108,0.155717500949828,0.277815672646038,22948,0.00139482996053144,0.41,"FALSE",TRUE,"288_GWAS",TRUE,0.219456398310027,0.155717500949828,0.277815672646038,-0.12209817169621,"288_SCZ",FALSE,TRUE,TRUE,FALSE,25,FALSE,-9.13269106438541,-9.23258196228223,-9.03280016648858,-2.09001264734436,-2.69262015160038,0.996455350684088
"29_GWAS","29_GWAS","15",30605707,30606585,"STAR408","GWAS",63024,57115,78407,38202,30922,44873,7587,17596,59187,16621.2151380898,25244.5,16204.9259691819,TRUE,0.00420626569195839,0.0062569172922638,0.00603545769533442,0.00446651670076048,0.00249115656049261,0.00279568009101643,0.000518767373367514,0.00207683646846435,0.00524128934507927,0.00105415844927817,0.00197061012333523,0.00101173785337244,"Negative",0.592248978768803,0.446814295351654,0.0859532780369807,0.464978999879423,0.397498888009215,0.217542210343346,111345,0.00676649331668681,0.47,"TRUE",TRUE,"29_GWAS",TRUE,0.375978121716427,0.397498888009215,0.217542210343346,0.179956677665869,"29_EPIL",TRUE,TRUE,TRUE,TRUE,51,TRUE,-7.91782737415739,-8.05256363225971,-7.78309111605507,-1.06931453684709,-1.37762700812944,0.915840761083502
"291_GWAS","291_GWAS","2",192983147,192984037,"STAR408","GWAS",5698,9263,6248,5419,41713,44023,68791,23618,6657,1771.14294548276,44536.25,18566.1003511777,TRUE,0.000380601105696213,0.0010150804409852,0.000481271804716914,0.000633918797249872,0.0033603827630994,0.00274272977081338,0.00470085590717869,0.00278747131602893,0.00062771803716205,0.000278448893058063,0.0033978599392801,0.000913048527393103,"Positive",8.82914608708882,2.70198268045771,9.76756972069816,4.39720564861273,6.42397603421436,3.41201281967594,9422,0.00057288896077627,0.36,"FALSE",TRUE,"291_GWAS",TRUE,5.4130353727639,6.42397603421436,3.41201281967594,3.01196321453842,"291_SCZ",TRUE,TRUE,TRUE,TRUE,304,FALSE,-10.5396294100241,-10.7084735885042,-10.3707852315439,2.33847151082391,3.01271646465323,0.0012946035243608
"292_GWAS","292_GWAS","2",193119461,193120365,"STAR408","GWAS",26265,4002,2961,4209,5010,16473,425,3840,9359.25,11283.7226237621,6437,6967.69158330074,TRUE,0.0017531448649966,0.000438776343464162,0.000228266510540724,0.000492460008754376,0.000403918180180571,0.00102651645129116,2.93856649962379e-05,0.000453539729324809,0.000728161931938966,0.000692768566647426,0.000478340006448193,0.00041158679820083,"Negative",0.230396351291457,2.339498167077,0.128734017647303,0.920967634452162,0.90489904261698,1.01910399765948,4794,0.00029165704100199,0.33,"FALSE",TRUE,"292_GWAS",TRUE,0.656914328347897,0.90489904261698,1.01910399765948,-0.114204955042495,"292_SCZ",FALSE,TRUE,TRUE,FALSE,104,TRUE,-10.1855282749265,-10.358858432213,-10.01219811764,-0.844147646999931,-1.08753837835679,0.861600526439508
"294_GWAS","294_GWAS","2",199299072,199299987,"STAR408","GWAS",73181,31342,33912,33438,74337,92562,58796,20107,42968.25,20172.7644837456,61450.5,30823.7931745375,TRUE,0.00488409556326748,0.0034336735162878,0.00261061115917087,0.00390956656159309,0.0059882796803308,0.00576644223238469,0.00401789441944189,0.00237315066677632,0.00370948670007981,0.000949269596272772,0.00453644174973342,0.00169011382332649,"Positive",1.22607750048294,1.67937988426427,1.53906276134895,0.607011194051468,1.26288283503691,0.476538695810174,58733,0.00356939440502639,0.36,"FALSE",TRUE,"294_GWAS",TRUE,1.22292977883863,1.26288283503691,0.476538695810174,0.786344139226732,"294_SCZ",TRUE,TRUE,TRUE,TRUE,190,TRUE,-7.92779528114319,-8.07962717104686,-7.77596339123951,0.143572130394117,0.18496788141383,0.426627113881163
"297_GWAS","297_GWAS","2",232727342,232728260,"STAR408","GWAS",22151,3697,7850,4306,247,169,46,14533,9501,8629.84630994859,3748.75,7189.97609523147,TRUE,0.00147859607199024,0.000405365822699304,0.000604580134887361,0.000503800093451949,2.02536075722721e-05,1.08670153023923e-05,3.48847601652357e-06,0.00171538270923315,0.000748085530757214,0.000493751497100536,0.000437497952031084,0.000851950796137249,"Negative",0.0136978637749321,0.0268079218667957,0.00577008044958922,3.40488763604558,0.862790875534224,1.6947533767927,3928,0.000239032399142757,0.41,"FALSE",TRUE,"297_GWAS",TRUE,0.584823438020847,0.862790875534224,1.6947533767927,-0.831962501258479,"297_SCZ",FALSE,TRUE,TRUE,FALSE,87,TRUE,-10.5081920347115,-10.6666821747369,-10.3497018946861,-0.6502440812679,-0.837727139548905,0.798908016286127
"298_GWAS","298_GWAS","2",232877933,232878857,"STAR408","GWAS",65501,30706,54784,32779,34166,11860,654,6587,45942.5,16991.524446029,13316.75,14633.8434089157,TRUE,0.00437156889085891,0.00336400436479125,0.00421716014001828,0.0038325241305034,0.00275246411319916,0.000739151948824511,4.50333068863555e-05,0.000777703450058767,0.00394631438154296,0.000449530124840983,0.0010785882047422,0.00116559639830529,"Negative",0.629628442766772,0.219723837626584,0.0106785859182858,0.202921996985996,0.265738215824409,0.260470543710225,76454,0.00464625500362622,0.56,"TRUE",TRUE,"298_GWAS",TRUE,0.273315326773455,0.265738215824409,0.260470543710225,0.00526767211418416,"298_SCZ",TRUE,TRUE,TRUE,TRUE,32,TRUE,-8.742681853628,-8.96639688180492,-8.51896682545108,-1.11395826905516,-1.43514274284944,0.924376787172416
"299_GWAS","299_GWAS","2",235886259,235887169,"STAR408","GWAS",10319,17230,33630,23849,48569,53623,562,18407,21257,9927.50666918268,30290.25,25189.3522660535,TRUE,0.000688984667310795,0.0018878070604397,0.00258890519842925,0.0027885348897887,0.00391264064884421,0.00334075691663601,3.87469180047362e-05,0.00217253970017722,0.00198855795399211,0.00094858163973325,0.00236617104591554,0.00171228716647492,"Positive",5.67885010288516,1.76964955086983,0.0149665264020656,0.779097191192697,2.06064084283744,2.51682681972693,25957,0.00157767932237258,0.44,"TRUE",TRUE,"299_GWAS",TRUE,1.18989292776977,2.06064084283744,2.51682681972693,-0.45618597688949,"299_SCZ",FALSE,TRUE,TRUE,FALSE,188,TRUE,-9.2067689284416,-9.31486970950004,-9.09866814738317,0.483539010853136,0.622956462183336,0.266656566367936
"3_LD","3_LD","12",2224342,2225256,"STAR408","LD",69709,52498,80739,41939,209591,256817,196573,151231,61221.25,17329.0192139274,203553,43435.0980352679,TRUE,0.00465239079678277,0.00575115868776757,0.00621495521465869,0.0049034022318412,0.0168831291666971,0.0159986244029155,0.0134322400818643,0.0178466285399177,0.00538047673276256,0.000728347137500368,0.0160401555478487,0.00189533612734604,"Positive",3.62891466004364,2.78180889651746,2.16127705155185,3.63964196614897,3.05291064356548,0.717528371462102,81110,0.00492918841297562,0.43,"TRUE",TRUE,"3_LD",TRUE,2.98117738344219,3.05291064356548,0.717528371462102,2.33538227210338,"3_CACNA1C",TRUE,TRUE,TRUE,TRUE,283,FALSE,-7.69812052935175,-7.82818091500566,-7.56806014369783,1.73595247183256,2.23647479541147,0.0126603432586833
"300_GWAS","300_GWAS","3",2505639,2506540,"STAR408","GWAS",13464,3358,6983,3479,40008,32417,376,3873,6821,4736.98307645981,19168.5,19974.2992284252,TRUE,0.000898867009071856,0.000368230850439348,0.000537845851330696,0.000407117103298416,0.00322304325096479,0.00201973986931157,2.60374796136363e-05,0.00045743394220585,0.000553015203535079,0.000241712703735257,0.00143156363552396,0.00146966922909938,"Positive",3.58567309561491,5.48498276801565,0.0484106729636687,1.12359303625363,2.56066489321196,2.44805185382899,3424,0.000208405586790502,0.38,"FALSE",TRUE,"300_GWAS",TRUE,2.58865149886093,2.56066489321196,2.44805185382899,0.112613039382972,"300_SCZ",TRUE,TRUE,TRUE,TRUE,271,TRUE,-10.8164949125851,-10.9944045915108,-10.6385852336595,1.36830243002024,1.76282124476026,0.0389653215551916
"301_GWAS","301_GWAS","3",17817730,17818611,"STAR408","GWAS",96298,150699,198837,128823,45896,100764,65009,39915,143664.25,43040.0758625028,62896,27420.0446996961,TRUE,0.00642681419426603,0.0165083604898325,0.0153051344758755,0.0150608446943558,0.00369732773627188,0.0062773816750969,0.00444243065989299,0.00471062244700865,0.0133252884635825,0.00464229973293716,0.0047819406295676,0.00108521616151331,"Negative",0.57529712615165,0.380254700578119,0.290257538533575,0.312772792137881,0.389645539350306,0.129540332850473,428290,0.0260264437948327,0.69,"TRUE",TRUE,"301_GWAS",TRUE,0.358862072114722,0.389645539350306,0.129540332850473,0.260105206499833,"301_SCZ",TRUE,TRUE,TRUE,TRUE,45,TRUE,-7.54248186263046,-7.93485737688622,-7.15010634837471,-0.165706203726147,-0.213483810236823,0.584525192187362
"302_GWAS","302_GWAS","3",36816623,36817561,"STAR408","GWAS",66104,28875,42718,31055,24013,30050,50054,22109,42188,17062.9776025952,31556.5,12787.8418429382,TRUE,0.00441181024287224,0.00316343169751107,0.00328842211764836,0.00363097458391973,0.00193462946997177,0.00187228880116968,0.0034205508150602,0.00260939958155949,0.00362365966048785,0.000561375939590243,0.00245921716694029,0.00072258662664654,"Negative",0.438511487001822,0.591853714636153,1.04017996859428,0.718649916503292,0.697298771683886,0.255677469577537,80579,0.00489692087853307,0.49,"TRUE",TRUE,"302_GWAS",TRUE,0.678655667847461,0.697298771683886,0.255677469577537,0.441621302106349,"302_SCZ",TRUE,TRUE,TRUE,TRUE,106,TRUE,-8.5510279070089,-8.69197780108749,-8.4100780129303,-0.116557236524077,-0.15016385871079,0.559682330450182
